pdb_filename,rmsd_init,score_init,rmsd_relax,score_relax
minimized_fast_CST_3_4kvm_E_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.5039295454545454
minimized_fast_CST_4_4kvm_E_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.49231
minimized_fast_CST_4_2x7b_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.9732278260869567
minimized_fast_CST_5_5isv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.8241366666666665
minimized_fast_CST_1_4u9v_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.535273529411765
minimized_fast_CST_1_4pv6_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.870693181818182
minimized_fast_CST_2_5wjd_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6632395652173915
minimized_fast_CST_2_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.36997375
minimized_fast_CST_4_5icv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.915693333333333
minimized_fast_CST_4_5wjd_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.579100444444444
minimized_fast_CST_4_5hh0_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.905622777777778
minimized_fast_CST_2_3tfy_C_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.9107916666666664
minimized_fast_CST_5_4u9v_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.7276911320754715
minimized_fast_CST_2_5isv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.0930715789473684
minimized_fast_CST_3_4kvm_E_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.2886295
minimized_fast_CST_3_5k18_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.1424436842105266
minimized_fast_CST_4_2x7b_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.002574090909091
minimized_fast_CST_3_5icv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.7532329411764707
minimized_fast_CST_3_5hh0_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.042285294117647
minimized_fast_CST_1_5wjd_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5364470833333335
minimized_fast_CST_3_4u9v_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5814932075471697
minimized_fast_CST_5_4u9v_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.7858490909090916
minimized_fast_CST_3_4pv6_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.978700416666667
minimized_fast_CST_4_2x7b_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.8278276
minimized_fast_CST_3_5k18_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.918289756097561
minimized_fast_CST_4_3tfy_C_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.639210714285714
minimized_fast_CST_3_4kvm_E_m10_a30.00_s1_2_30.00_SC.pdb,,,,-1.8196074999999996
minimized_fast_CST_2_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.0500012499999998
minimized_fast_CST_4_5wjd_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.5162715909090907
minimized_fast_CST_1_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.1293518750000002
minimized_fast_CST_3_5isv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.2936895
minimized_fast_CST_4_4pv6_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.8436375
minimized_fast_CST_5_3tfy_C_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.9082528571428563
minimized_fast_CST_5_4u9v_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.7180967857142853
minimized_fast_CST_3_3tfy_C_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.8283593750000002
minimized_fast_CST_3_4u9v_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.620437924528302
minimized_fast_CST_4_4pv6_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.050797272727273
minimized_fast_CST_5_5isv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.972901111111111
minimized_fast_CST_3_2x7b_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.646634782608696
minimized_fast_CST_3_3tfy_C_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.61247625
minimized_fast_CST_3_3tfy_C_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.7340899999999997
minimized_fast_CST_2_4u9v_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.5197145098039213
minimized_fast_CST_1_5isv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.0877544444444442
minimized_fast_CST_4_5hh0_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.9671200000000004
minimized_fast_CST_1_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.241310625
minimized_fast_CST_1_5isv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.1286827777777777
minimized_fast_CST_5_4u9v_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.605556981132076
minimized_fast_CST_5_4kvm_E_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5525533333333335
minimized_fast_CST_4_2x7b_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.80366875
minimized_fast_CST_3_5icv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.8505199999999995
minimized_fast_CST_5_5k18_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.813575476190476
minimized_fast_CST_1_4u9v_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.583595370370371
minimized_fast_CST_3_5icv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.592626111111111
minimized_fast_CST_3_5wjd_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.5910033333333335
minimized_fast_CST_5_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.1569333333333334
minimized_fast_CST_3_5wjd_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.520949183673469
minimized_fast_CST_3_4kvm_E_m10_a11.25_s1_2_11.25_SC.pdb,,,,-1.913302380952381
minimized_fast_CST_3_5k18_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.0672838461538463
minimized_fast_CST_4_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.1654755555555556
minimized_fast_CST_2_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.1440618750000002
minimized_fast_CST_4_5hh0_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.989121111111111
minimized_fast_CST_4_5wjd_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.58754829787234
minimized_fast_CST_1_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.3127893750000004
minimized_fast_CST_4_5hh0_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.0398457894736843
minimized_fast_CST_4_4pv6_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.819385925925926
minimized_fast_CST_3_4pv6_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.1164743478260872
minimized_fast_CST_5_5isv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.1952266666666667
minimized_fast_CST_3_3tfy_C_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.118564285714286
minimized_fast_CST_4_4kvm_E_m10_a23.75_s1_2_23.75_SC.pdb,,,,-1.7958375
minimized_fast_CST_5_5icv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.8964531578947366
minimized_fast_CST_1_2x7b_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.1630673913043474
minimized_fast_CST_2_4kvm_E_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.2456755
minimized_fast_CST_4_5k18_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.949732368421053
minimized_fast_CST_4_5wjd_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6289015217391305
minimized_fast_CST_1_5k18_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.0016497500000003
