pdb_filename,rmsd_init,score_init,rmsd_relax,disall,bad_contacts,bond_lenangle,g_factors,bond_lengths_highlighted,bond_lengths_off,bond_angles_highlighted,bond_angles_off,score_relax
1_5wjd_A_m10_a6.00_s1_0_-6.00_SC.pdb,0,1.9370918904172922,0,0,0,0,0,0,0,0,0,-2.5492289789904623
1_5hh0_A_m8_a9.00_s1_1_9.00_SC.pdb,0,3.687795195011883,0,0,0,0,0,0,0,0,0,-1.0026577367476976
1_5wjd_A_m7_a6.00_s1_0_-6.00_SC.pdb,0,-0.51276771638224,0,0,0,0,0,0,0,0,0,-2.4903905429824476
1_5k18_B_m12_a18.00_s1_0_-18.00_SC.pdb,0,2.1768374212425896,0,0,0,0,0,0,0,0,0,-1.5369985385975746
1_5icv_A_m7_a3.00_s1_0_-3.00_SC.pdb,0,26.8060470233044,0,0,0,0,0,0,0,0,0,-2.6255067473749087
1_4kvm_E_m10_a0.00_s1_0_0.00_SC.pdb,0,0.13937876616642533,0,0,0,0,0,0,0,0,0,-2.313023891964971
1_5wjd_A_m7_a12.00_s1_1_12.00_SC.pdb,0,-0.5189185414028114,0,0,0,0,0,0,0,0,0,-2.469954621127615
1_5hh0_A_m12_a0.00_s1_0_0.00_SC.pdb,0,2.678222233888853,0,0,0,0,0,0,0,0,0,-2.496526902211218
1_4kvm_E_m8_a6.00_s1_1_6.00_SC.pdb,0,7.390950939612631,0,0,0,0,0,0,0,0,0,-2.3051791900687624
1_5wjd_A_m7_a12.00_s1_0_-12.00_SC.pdb,0,-0.9396151693774564,0,0,0,0,0,0,0,0,0,-2.3851139679793723
1_5hh0_A_m9_a0.00_s1_0_0.00_SC.pdb,0,0.948738706632027,0,0,0,0,0,0,0,0,0,-2.4883223617203414
1_4kvm_E_m12_a9.00_s1_1_9.00_SC.pdb,0,12.564719253232376,0,0,0,0,0,0,0,0,0,-2.114601149545351
1_4kvm_E_m12_a12.00_s1_0_-12.00_SC.pdb,0,5.7243510227763705,0,0,0,0,0,0,0,0,0,-2.0859421018562863
1_5k18_B_m12_a6.00_s1_0_-6.00_SC.pdb,0,7.545281999110448,0,0,0,0,0,0,0,0,0,-2.062013419568848
1_5k18_B_m12_a18.00_s1_1_18.00_SC.pdb,0,4.800855304373845,0,0,0,0,0,0,0,0,0,-1.5175662036649527
1_5k18_B_m11_a3.00_s1_1_3.00_SC.pdb,0,17.740424568467635,0,0,0,0,0,0,0,0,0,-2.0471805517867563
1_5icv_A_m12_a3.00_s1_1_3.00_SC.pdb,0,1.919357838698616,0,0,0,0,0,0,0,0,0,-2.7735465816359617
1_4kvm_E_m11_a9.00_s1_1_9.00_SC.pdb,0,0.5691825214793088,0,0,0,0,0,0,0,0,0,-2.187084872519761
1_5wjd_A_m12_a3.00_s1_0_-3.00_SC.pdb,0,2.9869296757588626,0,0,0,0,0,0,0,0,0,-2.6273233796768913
1_5hh0_A_m10_a9.00_s1_0_-9.00_SC.pdb,0,20.5272225861419,0,0,0,0,0,0,0,0,0,-1.9726855047787053
1_5icv_A_m9_a12.00_s1_0_-12.00_SC.pdb,0,2.4568923621352186,0,0,0,0,0,0,0,0,0,-2.6275802978155096
1_5wjd_A_m9_a9.00_s1_0_-9.00_SC.pdb,0,5.354642852342334,0,0,0,0,0,0,0,0,0,-2.5961294404467585
1_4kvm_E_m12_a18.00_s1_1_18.00_SC.pdb,0,2.2145234992923566,0,0,0,0,0,0,0,0,0,-1.4258967408758658
1_4kvm_E_m11_a15.00_s1_1_15.00_SC.pdb,0,3.4509328391876983,0,0,0,0,0,0,0,0,0,-1.918715370053572
1_5k18_B_m10_a0.00_s1_0_0.00_SC.pdb,0,5.844950077053294,0,0,0,0,0,0,0,0,0,-2.045268034480526
1_4kvm_E_m8_a18.00_s1_1_18.00_SC.pdb,0,6.280563060642661,0,0,0,0,0,0,0,0,0,-1.8888593792743862
1_4kvm_E_m9_a15.00_s1_1_15.00_SC.pdb,0,1.9423322873589897,0,0,0,0,0,0,0,0,0,-2.021584482625132
1_5icv_A_m10_a9.00_s1_0_-9.00_SC.pdb,0,4.3100797495192396,0,0,0,0,0,0,0,0,0,-2.6252570844535343
1_5k18_B_m11_a15.00_s1_1_15.00_SC.pdb,0,2.0305031320308995,0,0,0,0,0,0,0,0,0,-1.8590521233669142
1_3tfy_C_m12_a0.00_s1_0_0.00_SC.pdb,0,2.6402788130354664,0,0,0,0,0,0,0,0,0,-2.585020116802251
1_5icv_A_m10_a0.00_s1_0_0.00_SC.pdb,0,9.65334821954663,0,0,0,0,0,0,0,0,0,-2.764036369658349
1_5icv_A_m12_a9.00_s1_1_9.00_SC.pdb,0,2.3376246221974126,0,0,0,0,0,0,0,0,0,-2.630461400884959
1_3tfy_C_m11_a18.00_s1_0_-18.00_SC.pdb,0,1.667822335465677,0,0,0,0,0,0,0,0,0,-2.0093966442836146
1_5icv_A_m12_a15.00_s1_0_-15.00_SC.pdb,0,1.6032101095176745,0,0,0,0,0,0,0,0,0,-2.3796756605843328
1_4kvm_E_m11_a3.00_s1_1_3.00_SC.pdb,0,5.025530586048496,0,0,0,0,0,0,0,0,0,-2.3578288101864113
1_3tfy_C_m9_a3.00_s1_0_-3.00_SC.pdb,0,3.099909792628003,0,0,0,0,0,0,0,0,0,-2.5866577413614698
1_4kvm_E_m11_a9.00_s1_0_-9.00_SC.pdb,0,0.33257184543576285,0,0,0,0,0,0,0,0,0,-2.299005943747913
1_3tfy_C_m8_a12.00_s1_0_-12.00_SC.pdb,0,0.5691825214793088,0,0,0,0,0,0,0,0,0,-2.3833321954514965
1_5hh0_A_m8_a9.00_s1_0_-9.00_SC.pdb,0,10.68160784272925,0,0,0,0,0,0,0,0,0,-1.0279891378068102
1_5hh0_A_m7_a0.00_s1_0_0.00_SC.pdb,0,3.9245753159321124,0,0,0,0,0,0,0,0,0,-2.488231411842344
1_4kvm_E_m10_a18.00_s1_0_-18.00_SC.pdb,0,18.587280210554894,0,0,0,0,0,0,0,0,0,-1.8995473220537695
1_5k18_B_m7_a12.00_s1_1_12.00_SC.pdb,0,20.841412104556852,0,0,0,0,0,0,0,0,0,-1.8543840732242007
1_5icv_A_m8_a6.00_s1_1_6.00_SC.pdb,0,1.1171255558181246,0,0,0,0,0,0,0,0,0,-2.688887374171372
1_5wjd_A_m8_a6.00_s1_0_-6.00_SC.pdb,0,10.013054769686795,0,0,0,0,0,0,0,0,0,-2.377696321905652
1_5hh0_A_m11_a12.00_s1_1_12.00_SC.pdb,0,1.778524753339854,0,0,0,0,0,0,0,0,0,-2.27539127942855
1_5hh0_A_m12_a18.00_s1_1_18.00_SC.pdb,0,3.0215491721242476,0,0,0,0,0,0,0,0,0,-1.8229171669571078
1_5hh0_A_m11_a15.00_s1_1_15.00_SC.pdb,0,10.605897221261323,0,0,0,0,0,0,0,0,0,-2.1816594542495897
1_5k18_B_m12_a15.00_s1_0_-15.00_SC.pdb,0,14.852394206934699,0,0,0,0,0,0,0,0,0,-1.6473232547021432
1_5hh0_A_m7_a12.00_s1_0_-12.00_SC.pdb,0,-0.5565805339739373,0,0,0,0,0,0,0,0,0,-0.3069185682021697
1_5icv_A_m7_a18.00_s1_1_18.00_SC.pdb,0,-0.046589876148638465,0,0,0,0,0,0,0,0,0,-2.315249002895277
1_5wjd_A_m12_a3.00_s1_1_3.00_SC.pdb,0,4.230178666972325,0,0,0,0,0,0,0,0,0,-2.6214409830538146
1_5icv_A_m7_a6.00_s1_0_-6.00_SC.pdb,0,1.937418937203745,0,0,0,0,0,0,0,0,0,-2.6671526499033744
1_3tfy_C_m11_a6.00_s1_0_-6.00_SC.pdb,0,1.2714182526481228,0,0,0,0,0,0,0,0,0,-2.571890987916587
1_4kvm_E_m11_a12.00_s1_1_12.00_SC.pdb,0,1.3671332924239727,0,0,0,0,0,0,0,0,0,-2.1109681605834565
1_3tfy_C_m12_a12.00_s1_0_-12.00_SC.pdb,0,9.920703415893243,0,0,0,0,0,0,0,0,0,-2.2968666254924606
1_5wjd_A_m10_a3.00_s1_0_-3.00_SC.pdb,0,-0.8925444157207925,0,0,0,0,0,0,0,0,0,-2.6142827105216937
1_5wjd_A_m12_a15.00_s1_0_-15.00_SC.pdb,0,19.19724450297014,0,0,0,0,0,0,0,0,0,-2.2341786102961936
1_3tfy_C_m9_a9.00_s1_1_9.00_SC.pdb,0,7.51272527698182,0,0,0,0,0,0,0,0,0,-2.4650010220663687
1_5hh0_A_m10_a6.00_s1_1_6.00_SC.pdb,0,1.6822106369032876,0,0,0,0,0,0,0,0,0,-2.1393950241134476
1_3tfy_C_m8_a12.00_s1_1_12.00_SC.pdb,0,1.9412415637655827,0,0,0,0,0,0,0,0,0,-2.3549707822868275
1_4kvm_E_m9_a12.00_s1_1_12.00_SC.pdb,0,-0.9413961645840981,0,0,0,0,0,0,0,0,0,-2.1384445882221623
1_4kvm_E_m11_a18.00_s1_0_-18.00_SC.pdb,0,2.7964804175464795,0,0,0,0,0,0,0,0,0,-1.9308467659656272
1_5wjd_A_m12_a9.00_s1_1_9.00_SC.pdb,0,0.6869223947165614,0,0,0,0,0,0,0,0,0,-2.4733004378342884
1_5wjd_A_m9_a12.00_s1_1_12.00_SC.pdb,0,2.5176560937802726,0,0,0,0,0,0,0,0,0,-2.424896274476459
1_3tfy_C_m7_a3.00_s1_1_3.00_SC.pdb,0,2.795760517789454,0,0,0,0,0,0,0,0,0,-2.4295226185086967
1_3tfy_C_m10_a18.00_s1_0_-18.00_SC.pdb,0,1.9406201912005328,0,0,0,0,0,0,0,0,0,-1.9059813215029278
1_5wjd_A_m12_a6.00_s1_0_-6.00_SC.pdb,0,-0.5082746476559028,0,0,0,0,0,0,0,0,0,-2.6045041215769014
1_3tfy_C_m7_a9.00_s1_0_-9.00_SC.pdb,0,-0.0009243653340651442,0,0,0,0,0,0,0,0,0,-2.503764670901833
1_5icv_A_m7_a0.00_s1_0_0.00_SC.pdb,0,2.3837768102210015,0,0,0,0,0,0,0,0,0,-2.7713279738022383
1_3tfy_C_m9_a3.00_s1_1_3.00_SC.pdb,0,1.4803154340374054,0,0,0,0,0,0,0,0,0,-2.5685913424095914
1_3tfy_C_m8_a9.00_s1_0_-9.00_SC.pdb,0,4.689702089559085,0,0,0,0,0,0,0,0,0,-2.4940177828718317
1_5k18_B_m7_a6.00_s1_0_-6.00_SC.pdb,0,0.637548567076342,0,0,0,0,0,0,0,0,0,-2.0197669190971155
1_4kvm_E_m10_a3.00_s1_0_-3.00_SC.pdb,0,4.229925682933796,0,0,0,0,0,0,0,0,0,-2.337753170451387
1_5wjd_A_m11_a15.00_s1_1_15.00_SC.pdb,0,1.7198544658774777,0,0,0,0,0,0,0,0,0,-2.2495191209811614
1_5hh0_A_m10_a12.00_s1_0_-12.00_SC.pdb,0,2.3733833930934187,0,0,0,0,0,0,0,0,0,-1.737458302342145
1_5k18_B_m9_a15.00_s1_1_15.00_SC.pdb,0,2.955428869571959,0,0,0,0,0,0,0,0,0,-1.8739563335388274
1_5k18_B_m8_a6.00_s1_0_-6.00_SC.pdb,0,0.013293447505345316,0,0,0,0,0,0,0,0,0,-1.956499837412592
1_5hh0_A_m8_a6.00_s1_1_6.00_SC.pdb,0,2.870268241021184,0,0,0,0,0,0,0,0,0,-0.838907242299478
1_5wjd_A_m12_a18.00_s1_1_18.00_SC.pdb,0,1.0874552453921462,0,0,0,0,0,0,0,0,0,-1.9188560298860822
1_5icv_A_m8_a6.00_s1_0_-6.00_SC.pdb,0,3.2992566821378198,0,0,0,0,0,0,0,0,0,-2.712610135453693
1_5icv_A_m10_a18.00_s1_1_18.00_SC.pdb,0,1.5933805999128106,0,0,0,0,0,0,0,0,0,-2.307043831578849
1_5wjd_A_m8_a9.00_s1_1_9.00_SC.pdb,0,15.838138962897203,0,0,0,0,0,0,0,0,0,-2.5791356618438135
1_3tfy_C_m10_a18.00_s1_1_18.00_SC.pdb,0,27.8817377237274,0,0,0,0,0,0,0,0,0,-1.9698581894736062
1_5wjd_A_m8_a3.00_s1_1_3.00_SC.pdb,0,2.0050422943123896,0,0,0,0,0,0,0,0,0,-2.634097254411908
1_5hh0_A_m12_a18.00_s1_0_-18.00_SC.pdb,0,1.9775218392564906,0,0,0,0,0,0,0,0,0,-1.794561745366328
1_4kvm_E_m8_a3.00_s1_1_3.00_SC.pdb,0,6.25022281663921,0,0,0,0,0,0,0,0,0,-2.310112797616117
1_4kvm_E_m7_a15.00_s1_1_15.00_SC.pdb,0,0.3194881343119063,0,0,0,0,0,0,0,0,0,-2.0832344662081574
1_4kvm_E_m12_a6.00_s1_0_-6.00_SC.pdb,0,3.1377834519240073,0,0,0,0,0,0,0,0,0,-2.337302810086084
1_4kvm_E_m12_a6.00_s1_1_6.00_SC.pdb,0,3.263407939403015,0,0,0,0,0,0,0,0,0,-2.244650490330107
1_5k18_B_m11_a9.00_s1_0_-9.00_SC.pdb,0,-0.9842265868770473,0,0,0,0,0,0,0,0,0,-1.9895901002631087
1_5k18_B_m11_a6.00_s1_1_6.00_SC.pdb,0,4.14349097930145,0,0,0,0,0,0,0,0,0,-2.0441522546105784
1_4kvm_E_m8_a9.00_s1_1_9.00_SC.pdb,0,3.0083167196440628,0,0,0,0,0,0,0,0,0,-2.265206651300138
1_5k18_B_m12_a6.00_s1_1_6.00_SC.pdb,0,6.704478789417453,0,0,0,0,0,0,0,0,0,-2.0055919832522258
1_5hh0_A_m9_a12.00_s1_0_-12.00_SC.pdb,0,-0.9281518825212988,0,0,0,0,0,0,0,0,0,-1.3198835329719432
1_5icv_A_m9_a0.00_s1_0_0.00_SC.pdb,0,2.2965802771026396,0,0,0,0,0,0,0,0,0,-2.7529780909048838
1_5hh0_A_m11_a3.00_s1_0_-3.00_SC.pdb,0,1.9239431267212148,0,0,0,0,0,0,0,0,0,-2.2559789396912344
1_5icv_A_m12_a6.00_s1_1_6.00_SC.pdb,0,0.9895699707273822,0,0,0,0,0,0,0,0,0,-2.742098303134356
1_5k18_B_m11_a12.00_s1_0_-12.00_SC.pdb,0,2.8437656488156318,0,0,0,0,0,0,0,0,0,-1.9329335008750332
1_4kvm_E_m7_a12.00_s1_0_-12.00_SC.pdb,0,-0.0400765415079399,0,0,0,0,0,0,0,0,0,-2.2519950391689068
1_5icv_A_m11_a3.00_s1_0_-3.00_SC.pdb,0,1.1706758775649124,0,0,0,0,0,0,0,0,0,-2.730941933949369
1_5icv_A_m8_a15.00_s1_1_15.00_SC.pdb,0,0.6609396893792328,0,0,0,0,0,0,0,0,0,-2.4109745366000075
1_4kvm_E_m9_a0.00_s1_0_0.00_SC.pdb,0,3.3019030194305627,0,0,0,0,0,0,0,0,0,-2.3340406126974393
1_4kvm_E_m11_a6.00_s1_1_6.00_SC.pdb,0,8.587264848000109,0,0,0,0,0,0,0,0,0,-2.2924101735666738
1_5k18_B_m7_a12.00_s1_0_-12.00_SC.pdb,0,15.348616453189566,0,0,0,0,0,0,0,0,0,-1.9662520860220951
1_3tfy_C_m11_a15.00_s1_0_-15.00_SC.pdb,0,3.2969391186001786,0,0,0,0,0,0,0,0,0,-2.2504970196369234
1_5icv_A_m8_a9.00_s1_1_9.00_SC.pdb,0,3.430879359221252,0,0,0,0,0,0,0,0,0,-2.6490536012966586
1_5wjd_A_m9_a0.00_s1_0_0.00_SC.pdb,0,41.61693766848542,0,0,0,0,0,0,0,0,0,-2.652370642109989
1_5hh0_A_m9_a3.00_s1_0_-3.00_SC.pdb,0,4.614065676657258,0,0,0,0,0,0,0,0,0,-1.6122772069662856
1_5wjd_A_m7_a0.00_s1_0_0.00_SC.pdb,0,6.809586372897209,0,0,0,0,0,0,0,0,0,-2.658663799474123
1_5wjd_A_m8_a18.00_s1_1_18.00_SC.pdb,0,1.8595312219850653,0,0,0,0,0,0,0,0,0,-2.3936260698822434
1_5wjd_A_m11_a12.00_s1_0_-12.00_SC.pdb,0,-0.024497907280186332,0,0,0,0,0,0,0,0,0,-2.2609491174965886
1_5icv_A_m11_a6.00_s1_1_6.00_SC.pdb,0,2.203820813545231,0,0,0,0,0,0,0,0,0,-2.728282730184046
1_3tfy_C_m11_a12.00_s1_1_12.00_SC.pdb,0,1.1450303368804609,0,0,0,0,0,0,0,0,0,-2.325226004849831
1_5hh0_A_m8_a15.00_s1_1_15.00_SC.pdb,0,1.1460165213350975,0,0,0,0,0,0,0,0,0,-1.1233689943151095
1_5icv_A_m11_a12.00_s1_0_-12.00_SC.pdb,0,25.49129848684166,0,0,0,0,0,0,0,0,0,-2.45813486327942
1_4kvm_E_m7_a0.00_s1_0_0.00_SC.pdb,0,0.5418535989616635,0,0,0,0,0,0,0,0,0,-2.3266899775028214
1_3tfy_C_m10_a9.00_s1_0_-9.00_SC.pdb,0,2.62029002566714,0,0,0,0,0,0,0,0,0,-2.4825704140923737
1_5icv_A_m9_a15.00_s1_1_15.00_SC.pdb,0,2.1128161156976417,0,0,0,0,0,0,0,0,0,-2.406562201644119
1_4kvm_E_m10_a15.00_s1_0_-15.00_SC.pdb,0,6.327027699025739,0,0,0,0,0,0,0,0,0,-2.0672461522685253
1_5wjd_A_m8_a3.00_s1_0_-3.00_SC.pdb,0,-0.9051442312946862,0,0,0,0,0,0,0,0,0,-2.5062582549350143
1_5icv_A_m8_a3.00_s1_1_3.00_SC.pdb,0,1.2739605273879915,0,0,0,0,0,0,0,0,0,-2.6799234515280443
1_5hh0_A_m11_a15.00_s1_0_-15.00_SC.pdb,0,4.9089502757700245,0,0,0,0,0,0,0,0,0,-2.138121281412991
1_5k18_B_m8_a12.00_s1_0_-12.00_SC.pdb,0,0.6869223947165614,0,0,0,0,0,0,0,0,0,-1.875279902443646
1_5icv_A_m11_a12.00_s1_1_12.00_SC.pdb,0,21.39659510461916,0,0,0,0,0,0,0,0,0,-2.5452881482354544
1_5wjd_A_m11_a9.00_s1_1_9.00_SC.pdb,0,12.354756625270143,0,0,0,0,0,0,0,0,0,-2.4918103954523105
1_4kvm_E_m8_a0.00_s1_0_0.00_SC.pdb,0,2.3773399671952795,0,0,0,0,0,0,0,0,0,-2.3619780637107106
1_4kvm_E_m8_a12.00_s1_0_-12.00_SC.pdb,0,6.694156339270112,0,0,0,0,0,0,0,0,0,-2.0851873046400455
1_3tfy_C_m10_a9.00_s1_1_9.00_SC.pdb,0,1.6296152070437233,0,0,0,0,0,0,0,0,0,-2.455361336817122
1_4kvm_E_m8_a6.00_s1_0_-6.00_SC.pdb,0,1.63063918664115,0,0,0,0,0,0,0,0,0,-2.2842769253001713
1_5hh0_A_m9_a15.00_s1_1_15.00_SC.pdb,0,1.1171255558181246,0,0,0,0,0,0,0,0,0,-1.4087124745446136
1_5k18_B_m12_a3.00_s1_0_-3.00_SC.pdb,0,12.876085088615145,0,0,0,0,0,0,0,0,0,-2.070635596929642
1_5icv_A_m7_a12.00_s1_0_-12.00_SC.pdb,0,1.1657969950636355,0,0,0,0,0,0,0,0,0,-2.631268383044766
1_5hh0_A_m12_a9.00_s1_0_-9.00_SC.pdb,0,-0.41889032157856054,0,0,0,0,0,0,0,0,0,-2.2664504544441417
1_5icv_A_m9_a9.00_s1_1_9.00_SC.pdb,0,1.1171255558181246,0,0,0,0,0,0,0,0,0,-2.6262875002807813
1_3tfy_C_m7_a12.00_s1_0_-12.00_SC.pdb,0,0.6869223947165614,0,0,0,0,0,0,0,0,0,-2.423110521206978
1_3tfy_C_m10_a3.00_s1_1_3.00_SC.pdb,0,0.5138737038392747,0,0,0,0,0,0,0,0,0,-2.5650180117724513
1_5wjd_A_m9_a12.00_s1_0_-12.00_SC.pdb,0,2.081062437927871,0,0,0,0,0,0,0,0,0,-2.492770409969718
1_3tfy_C_m8_a0.00_s1_0_0.00_SC.pdb,0,1.3104368060498788,0,0,0,0,0,0,0,0,0,-2.59105366615245
1_5wjd_A_m11_a3.00_s1_1_3.00_SC.pdb,0,2.7082797755055985,0,0,0,0,0,0,0,0,0,-2.6081818988006185
1_5icv_A_m12_a9.00_s1_0_-9.00_SC.pdb,0,4.756929514725958,0,0,0,0,0,0,0,0,0,-2.5775686098583086
1_5k18_B_m11_a3.00_s1_0_-3.00_SC.pdb,0,1.6881452855155117,0,0,0,0,0,0,0,0,0,-2.0688334509695325
1_3tfy_C_m9_a18.00_s1_1_18.00_SC.pdb,0,-0.9842265868770473,0,0,0,0,0,0,0,0,0,-1.958846523545576
1_4kvm_E_m7_a6.00_s1_0_-6.00_SC.pdb,0,2.414898809977082,0,0,0,0,0,0,0,0,0,-2.22961830269351
1_4kvm_E_m7_a9.00_s1_1_9.00_SC.pdb,0,14.61461079442166,0,0,0,0,0,0,0,0,0,-2.2232816765783205
1_5k18_B_m9_a9.00_s1_0_-9.00_SC.pdb,0,4.028485813326294,0,0,0,0,0,0,0,0,0,-1.9621370294926461
1_3tfy_C_m9_a6.00_s1_0_-6.00_SC.pdb,0,5.746305430234833,0,0,0,0,0,0,0,0,0,-2.57092170602101
1_3tfy_C_m8_a18.00_s1_0_-18.00_SC.pdb,0,3.207796552971179,0,0,0,0,0,0,0,0,0,-2.0776091708371336
1_5k18_B_m10_a6.00_s1_0_-6.00_SC.pdb,0,1.6457415180609358,0,0,0,0,0,0,0,0,0,-2.0355326359215966
1_5icv_A_m9_a9.00_s1_0_-9.00_SC.pdb,0,3.1542168180337566,0,0,0,0,0,0,0,0,0,-2.722629317001881
1_5k18_B_m10_a18.00_s1_1_18.00_SC.pdb,0,2.2965802771026396,0,0,0,0,0,0,0,0,0,-1.7652895745529302
1_5k18_B_m10_a15.00_s1_0_-15.00_SC.pdb,0,0.014632950174981094,0,0,0,0,0,0,0,0,0,-1.7497690362335845
1_5wjd_A_m7_a3.00_s1_0_-3.00_SC.pdb,0,1.8059567841247675,0,0,0,0,0,0,0,0,0,-2.466300269608078
1_3tfy_C_m11_a0.00_s1_0_0.00_SC.pdb,0,0.7888757499692113,0,0,0,0,0,0,0,0,0,-2.5859145242563804
1_4kvm_E_m10_a18.00_s1_1_18.00_SC.pdb,0,1.182155811704548,0,0,0,0,0,0,0,0,0,-1.699422280592489
1_5wjd_A_m7_a3.00_s1_1_3.00_SC.pdb,0,2.3048104660910247,0,0,0,0,0,0,0,0,0,-2.5504548847805966
1_5wjd_A_m10_a0.00_s1_0_0.00_SC.pdb,0,2.2965802771026396,0,0,0,0,0,0,0,0,0,-2.6542380294474706
1_4kvm_E_m9_a9.00_s1_0_-9.00_SC.pdb,0,7.403779731811673,0,0,0,0,0,0,0,0,0,-2.2973518813365756
1_5k18_B_m8_a6.00_s1_1_6.00_SC.pdb,0,-0.5704898737333095,0,0,0,0,0,0,0,0,0,-1.9553412361452767
1_5wjd_A_m10_a15.00_s1_1_15.00_SC.pdb,0,1.544798615477436,0,0,0,0,0,0,0,0,0,-1.823090562495689
1_5wjd_A_m7_a15.00_s1_1_15.00_SC.pdb,0,4.054618023633796,0,0,0,0,0,0,0,0,0,-2.3953828521382574
1_5icv_A_m8_a12.00_s1_0_-12.00_SC.pdb,0,5.201055456467627,0,0,0,0,0,0,0,0,0,-2.587854802817273
1_5k18_B_m11_a12.00_s1_1_12.00_SC.pdb,0,10.147996257653453,0,0,0,0,0,0,0,0,0,-1.9253976977020115
1_3tfy_C_m7_a9.00_s1_1_9.00_SC.pdb,0,-0.012440851546583089,0,0,0,0,0,0,0,0,0,-2.410310063187245
1_5hh0_A_m7_a6.00_s1_0_-6.00_SC.pdb,0,6.739168128871537,0,0,0,0,0,0,0,0,0,-0.23968034960232668
1_5wjd_A_m11_a0.00_s1_0_0.00_SC.pdb,0,28.946915854037872,0,0,0,0,0,0,0,0,0,-2.6555440588039785
1_5wjd_A_m9_a9.00_s1_1_9.00_SC.pdb,0,4.590806059790941,0,0,0,0,0,0,0,0,0,-2.5336346110549384
1_3tfy_C_m10_a0.00_s1_0_0.00_SC.pdb,0,1.3183049319632758,0,0,0,0,0,0,0,0,0,-2.590089422592283
1_5icv_A_m10_a15.00_s1_0_-15.00_SC.pdb,0,0.6869223947165614,0,0,0,0,0,0,0,0,0,-2.3760042371064265
1_5hh0_A_m7_a18.00_s1_1_18.00_SC.pdb,0,1.1171255558181246,0,0,0,0,0,0,0,0,0,0.012840015178313947
1_4kvm_E_m11_a12.00_s1_0_-12.00_SC.pdb,0,12.837506867790557,0,0,0,0,0,0,0,0,0,-2.2141247844634395
1_3tfy_C_m12_a6.00_s1_0_-6.00_SC.pdb,0,2.0286628011008223,0,0,0,0,0,0,0,0,0,-2.4748508637946687
1_5hh0_A_m8_a6.00_s1_0_-6.00_SC.pdb,0,4.1636415054192195,0,0,0,0,0,0,0,0,0,-1.3166652864761117
1_3tfy_C_m10_a12.00_s1_0_-12.00_SC.pdb,0,7.044252718932971,0,0,0,0,0,0,0,0,0,-2.3245697425784417
1_5k18_B_m8_a15.00_s1_1_15.00_SC.pdb,0,1.1171255558181246,0,0,0,0,0,0,0,0,0,-1.8363708912606276
1_5hh0_A_m7_a6.00_s1_1_6.00_SC.pdb,0,2.7416620502207936,0,0,0,0,0,0,0,0,0,0.1990671253270047
1_3tfy_C_m10_a3.00_s1_0_-3.00_SC.pdb,0,37.61797323012009,0,0,0,0,0,0,0,0,0,-2.5673141204911474
1_5k18_B_m9_a3.00_s1_0_-3.00_SC.pdb,0,10.252096700371172,0,0,0,0,0,0,0,0,0,-2.019984731433585
1_5k18_B_m12_a9.00_s1_0_-9.00_SC.pdb,0,21.881663244690643,0,0,0,0,0,0,0,0,0,-1.9203403983132552
1_3tfy_C_m11_a18.00_s1_1_18.00_SC.pdb,0,0.06809835152299182,0,0,0,0,0,0,0,0,0,-1.9941476950383819
1_5wjd_A_m8_a9.00_s1_0_-9.00_SC.pdb,0,1.659701160040781,0,0,0,0,0,0,0,0,0,-2.5276209067999362
1_5icv_A_m10_a6.00_s1_0_-6.00_SC.pdb,0,4.982600201973768,0,0,0,0,0,0,0,0,0,-2.685925011514439
1_5k18_B_m10_a12.00_s1_1_12.00_SC.pdb,0,2.243507854938684,0,0,0,0,0,0,0,0,0,-1.94402887080203
1_5icv_A_m12_a15.00_s1_1_15.00_SC.pdb,0,48.22087401715475,0,0,0,0,0,0,0,0,0,-2.3297795747010634
1_5icv_A_m11_a18.00_s1_1_18.00_SC.pdb,0,0.3619478468581002,0,0,0,0,0,0,0,0,0,-2.165184389032243
1_3tfy_C_m9_a12.00_s1_1_12.00_SC.pdb,0,0.4264102617942223,0,0,0,0,0,0,0,0,0,-2.345515126427216
1_4kvm_E_m10_a12.00_s1_1_12.00_SC.pdb,0,4.093002901026814,0,0,0,0,0,0,0,0,0,-2.1176997320955375
1_3tfy_C_m8_a9.00_s1_1_9.00_SC.pdb,0,-0.4607957097016317,0,0,0,0,0,0,0,0,0,-2.4210014542279015
1_4kvm_E_m7_a3.00_s1_1_3.00_SC.pdb,0,0.20382745931647597,0,0,0,0,0,0,0,0,0,-2.197510495760165
1_5hh0_A_m10_a6.00_s1_0_-6.00_SC.pdb,0,10.709357975595141,0,0,0,0,0,0,0,0,0,-2.084337271216731
1_3tfy_C_m9_a0.00_s1_0_0.00_SC.pdb,0,4.062843337770675,0,0,0,0,0,0,0,0,0,-2.603195259117064
1_4kvm_E_m8_a12.00_s1_1_12.00_SC.pdb,0,7.3448840530197375,0,0,0,0,0,0,0,0,0,-2.2039816070909577
1_3tfy_C_m12_a15.00_s1_1_15.00_SC.pdb,0,2.8893504478981824,0,0,0,0,0,0,0,0,0,-2.2045561794543955
1_3tfy_C_m8_a3.00_s1_1_3.00_SC.pdb,0,14.938988560844582,0,0,0,0,0,0,0,0,0,-2.515606801972995
1_4kvm_E_m9_a3.00_s1_0_-3.00_SC.pdb,0,10.089768171957916,0,0,0,0,0,0,0,0,0,-2.3184884735563194
